"","File","Site","Climate","Orientation","Traits","LWP_mean","LWP_min","LWP_max","LWP_mean_sunlit","PCanopy_TLP","TL_mean","TL_min","TL_max","TL_mean_sunlit","PCanopy_T40","Source","Tair","Date_ref1","Date_ref2","PCanopy_Tair","Tmean_Diff","Tmax_Diff"
"1","mtg19900715150000.pckl.csv","fresno","historical","north_south","baseline","-1.55468859816069","-2.00868265492132","-1.04176751398169",NA,"0.34573748308525","34.380896171801","31.9963021155921","38.1705529220559","38.1705529220559","0","freH","35.17","1990-07-15 15:00:00","1990-07-15 15:00:00","0.0906630581867388","-0.789103828199025","3.00055292205588"
"2","mtg19900716150000.pckl.csv","fresno","historical","north_south","baseline","-1.57319671201392","-2.01594550888648","-1.08100635982424",NA,"0.359269282814614","33.6611171524804","31.5586925591745","37.083673307193","37.083673307193","0","freH","34.39","1990-07-16 15:00:00","1990-07-16 15:00:00","0.0920162381596752","-0.728882847519607","2.69367330719297"
"3","mtg19900717150000.pckl.csv","fresno","historical","north_south","baseline","-1.61039291938449","-2.04089916004399","-1.13073224463555",NA,"0.390392422192152","33.7509566251713","31.7036415642827","37.2165731495958","37.2165731495958","0","freH","34.39","1990-07-17 15:00:00","1990-07-17 15:00:00","0.108254397834912","-0.639043374828674","2.82657314959578"
"4","mtg19900718150000.pckl.csv","fresno","historical","north_south","baseline","-1.58288559151983","-2.02876333803564","-1.08569770218177",NA,"0.371447902571042","33.6422775431272","31.5941604730774","36.7893423119427","36.7893423119427","0","freH","34.37","1990-07-18 15:00:00","1990-07-18 15:00:00","0.084573748308525","-0.72772245687284","2.41934231194275"
"5","mtg19900719150000.pckl.csv","fresno","historical","north_south","baseline","-1.62140076015983","-2.06773455290391","-1.12069276204777",NA,"0.39851150202977","34.0722347229939","31.891845732106","37.5888080009465","37.5888080009465","0","freH","34.78","1990-07-19 15:00:00","1990-07-19 15:00:00","0.0974289580514208","-0.707765277006146","2.80880800094651"
"6","mtg19900720150000.pckl.csv","fresno","historical","north_south","baseline","-1.61723669256866","-2.03786201172055","-1.15169373204948",NA,"0.392422192151556","33.276961523713","31.2827288298993","36.7625197605338","36.7625197605338","0","freH","33.91","1990-07-20 15:00:00","1990-07-20 15:00:00","0.109607577807848","-0.633038476287005","2.85251976053377"
"7","mtg19900721150000.pckl.csv","fresno","historical","north_south","baseline","-1.57846198426321","-2.01132326356655","-1.09704728069609",NA,"0.363328822733424","33.2389006831102","31.2043705165388","36.6215462252349","36.6215462252349","0","freH","33.92","1990-07-21 15:00:00","1990-07-21 15:00:00","0.0987821380243572","-0.681099316889799","2.70154622523485"
"8","mtg19900722150000.pckl.csv","fresno","historical","north_south","baseline","-1.59965881787977","-2.02454453299897","-1.12632802860512",NA,"0.37956698240866","33.3963571731886","31.4070547122635","36.7483117260624","36.7483117260624","0","freH","34.04","1990-07-22 15:00:00","1990-07-22 15:00:00","0.104194857916103","-0.643642826811366","2.70831172606245"
"9","mtg19900723150000.pckl.csv","fresno","historical","north_south","baseline","-1.63663323706263","-2.05343579951423","-1.17703641182649",NA,"0.402571041948579","33.6475075410914","31.6360045855049","37.1995566600464","37.1995566600464","0","freH","34.29","1990-07-23 15:00:00","1990-07-23 15:00:00","0.10893098782138","-0.642492458908556","2.90955666004638"
"10","mtg19900724150000.pckl.csv","fresno","historical","north_south","baseline","-1.60903486914644","-2.03675732012432","-1.12624487347214",NA,"0.389715832205683","33.8106961720359","31.6603754239892","37.3236235379204","37.3236235379204","0","freH","34.46","1990-07-24 15:00:00","1990-07-24 15:00:00","0.105548037889039","-0.649303827964083","2.86362353792043"
"11","mtg19900725150000.pckl.csv","fresno","historical","north_south","baseline","-1.62146588814713","-2.03060274210813","-1.15768797145047",NA,"0.393098782138024","34.1379528374848","31.8754852201134","38.0513326450403","38.0513326450403","0","freH","34.8","1990-07-25 15:00:00","1990-07-25 15:00:00","0.115020297699594","-0.662047162515229","3.25133264504034"
"12","mtg19900726150000.pckl.csv","fresno","historical","north_south","baseline","-1.69415835112776","-2.11611949300319","-1.22584896851867",NA,"0.489851150202977","34.7566234940816","32.5131817211178","38.6873097219378","38.6873097219378","0","freH","35.38","1990-07-26 15:00:00","1990-07-26 15:00:00","0.121109607577808","-0.623376505918401","3.30730972193775"
"13","mtg19900727150000.pckl.csv","fresno","historical","north_south","baseline","-1.64812494979556","-2.08386854682323","-1.1635418494954",NA,"0.431664411366712","34.7933871330766","32.3949951084334","38.7925370970036","38.7925370970036","0","freH","35.53","1990-07-27 15:00:00","1990-07-27 15:00:00","0.106901217861976","-0.736612866923409","3.26253709700364"
"14","mtg19900728150000.pckl.csv","fresno","historical","north_south","baseline","-1.65382639955327","-2.06656068931555","-1.19235680938779",NA,"0.438430311231394","34.5000205653568","32.1903861926445","38.4588207281912","38.4588207281912","0","freH","35.17","1990-07-28 15:00:00","1990-07-28 15:00:00","0.115020297699594","-0.66997943464316","3.28882072819115"
